article_id,article_published_at,consolidated_event_tags,consolidated_event_type,consolidated_factor_name,factor_category,event_tag_category,factor_magnitude,factor_movement,article_source_credibility,market_perception_intensity,causal_certainty,ai_assessment_business_impact_likelihood,ai_assessment_competitive_risk,ai_assessment_execution_risk,abs_change_1day_after_pct
art_0406,2024-15-30T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.120991778732428,-1,9.242187718688102,7.2,0.75,0.8,0.6,0.4,0.8965758996114568
art_0407,2024-15-30T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.796544504670539,-1,9.632828767168853,8.9,0.85,0.9,0.3,0.2,1.2751552916962208
art_0408,2024-15-31T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.622337617987032,1,9.445203295148383,7.2,0.75,0.8,0.6,0.4,4.71919952624576
art_0409,2024-15-31T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.373185415581665,1,9.60233342155578,8.9,0.85,0.9,0.3,0.2,-0.9166045695666734
art_0410,2024-15-32T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.560732897299819,-1,9.392522584503817,7.2,0.75,0.8,0.6,0.4,-3.6839834023128724
art_0411,2024-15-32T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.652178169585228,-1,10.0,8.9,0.85,0.9,0.3,0.2,-1.0657730843658486
art_0412,2024-15-33T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.103470119318596,-1,8.054959982856502,7.2,0.75,0.8,0.6,0.4,2.975981503007179
art_0413,2024-15-33T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.965474594293033,1,8.799744981622013,8.9,0.85,0.9,0.3,0.2,-2.0730668852556313
art_0414,2024-15-34T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.56510163440862,1,9.437675865697475,7.2,0.75,0.8,0.6,0.4,4.310965646923
art_0415,2024-15-34T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.8735934655387,1,9.279613508309325,8.9,0.85,0.9,0.3,0.2,1.1681406880569298
art_0416,2024-15-35T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.520805824173891,-1,7.682297122126998,7.2,0.75,0.8,0.6,0.4,2.191575607765235
art_0417,2024-15-35T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.932989376254111,1,9.017090582027574,8.9,0.85,0.9,0.3,0.2,-2.653985988217821
art_0418,2024-15-36T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.438324218846317,1,7.931580631965341,7.2,0.75,0.8,0.6,0.4,-0.4538272870912907
art_0419,2024-15-36T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.133287928936625,-1,8.232812185788374,8.9,0.85,0.9,0.3,0.2,-0.6451283843692801
art_0420,2024-16-07T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.344943422543198,-1,8.547801191795404,7.2,0.75,0.8,0.6,0.4,0.2730950631992801
art_0421,2024-16-07T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.167627358305502,-1,9.470735548050415,8.9,0.85,0.9,0.3,0.2,4.357935099231332
art_0422,2024-16-08T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.78201933459578,1,9.323229967870354,7.2,0.75,0.8,0.6,0.4,2.9310222106575416
art_0423,2024-16-08T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.262421661775775,1,8.44691559797957,8.9,0.85,0.9,0.3,0.2,-3.5483920895570344
art_0424,2024-16-09T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.988186310809602,1,7.6591478684991445,7.2,0.75,0.8,0.6,0.4,4.888870933623133
art_0425,2024-16-09T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.61637199568858,-1,9.08129600544059,8.9,0.85,0.9,0.3,0.2,-4.288502760415579
art_0426,2024-16-10T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.977820513051325,1,8.600464587201154,7.2,0.75,0.8,0.6,0.4,-1.60024977284455
art_0427,2024-16-10T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.045376606025995,-1,9.297303138935957,8.9,0.85,0.9,0.3,0.2,-3.3350189305127618
art_0428,2024-16-11T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.7124596667292025,1,9.431262679946537,7.2,0.75,0.8,0.6,0.4,1.154922884020408
art_0429,2024-16-11T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.398171478002432,1,9.435465307984826,8.9,0.85,0.9,0.3,0.2,1.6371001976281088
art_0430,2024-16-12T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.316800921483219,1,7.731984994422826,7.2,0.75,0.8,0.6,0.4,-1.3431402899552722
art_0431,2024-16-12T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.774543746252633,-1,9.23100889604063,8.9,0.85,0.9,0.3,0.2,-3.334856676655339
art_0432,2024-16-13T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.669373695861141,-1,7.713641953068044,7.2,0.75,0.8,0.6,0.4,-3.087878044236602
art_0433,2024-16-13T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.439471398739225,-1,9.533939367141324,8.9,0.85,0.9,0.3,0.2,0.5049000547493865
art_0434,2024-16-14T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.89369243241208,1,7.765225909517547,7.2,0.75,0.8,0.6,0.4,-3.5550727220734455
art_0435,2024-16-14T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.6593141354449745,1,10.0,8.9,0.85,0.9,0.3,0.2,-4.154520558827511
art_0436,2024-16-15T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.557280958809672,1,7.961209908448348,7.2,0.75,0.8,0.6,0.4,-0.7799413906263837
art_0437,2024-16-15T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.148664570712214,-1,9.835311903090442,8.9,0.85,0.9,0.3,0.2,3.2123227107850933
art_0438,2024-16-16T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.216217206640625,-1,8.936628994314837,7.2,0.75,0.8,0.6,0.4,3.9897013137055453
art_0439,2024-16-16T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.021456301384498,1,8.105587491314688,8.9,0.85,0.9,0.3,0.2,1.8785445370766958
art_0440,2024-16-17T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.6080069312412615,1,9.21895521828857,7.2,0.75,0.8,0.6,0.4,4.445961932538523
art_0441,2024-16-17T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.696196696528723,1,9.794579379776074,8.9,0.85,0.9,0.3,0.2,-3.297605308481196
art_0442,2024-16-18T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.334296046472877,1,8.476678380031665,7.2,0.75,0.8,0.6,0.4,-4.248674092220392
art_0443,2024-16-18T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.68790903595677,1,9.563288603637451,8.9,0.85,0.9,0.3,0.2,-0.8712454997059531
art_0444,2024-16-19T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.157824244439832,1,8.577951818490353,7.2,0.75,0.8,0.6,0.4,-1.5763902997221613
art_0445,2024-16-19T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.118112152180245,-1,8.60874890118943,8.9,0.85,0.9,0.3,0.2,4.80781948403569
art_0446,2024-16-20T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.806272947259016,-1,9.158893412458312,7.2,0.75,0.8,0.6,0.4,-2.4135948293572485
art_0447,2024-16-20T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.964798157273995,-1,9.67893815229065,8.9,0.85,0.9,0.3,0.2,4.458666314412595
art_0448,2024-16-21T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.769791776662679,-1,8.973948416072787,7.2,0.75,0.8,0.6,0.4,3.5357715898804507
art_0449,2024-16-21T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.442161670943651,1,9.448537082081375,8.9,0.85,0.9,0.3,0.2,3.5181006194502586
art_0450,2024-16-22T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.367603886680529,-1,9.212884311147373,7.2,0.75,0.8,0.6,0.4,1.6784920747476582
art_0451,2024-16-22T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.572098431000981,-1,9.224196353193,8.9,0.85,0.9,0.3,0.2,4.845202231186224
art_0452,2024-16-23T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.189509515494521,1,9.206878266471879,7.2,0.75,0.8,0.6,0.4,3.393543277064774
art_0453,2024-16-23T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.166188542127246,1,8.512391804234785,8.9,0.85,0.9,0.3,0.2,-1.0174035085846955
art_0454,2024-16-24T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.41665498356641,1,9.261533291813112,7.2,0.75,0.8,0.6,0.4,0.733201972023716
art_0455,2024-16-24T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.739995492754758,1,9.981160649083321,8.9,0.85,0.9,0.3,0.2,-4.1914422947136165
art_0456,2024-16-25T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.465608596986524,-1,8.313240783310254,7.2,0.75,0.8,0.6,0.4,-1.8760754326549565
art_0457,2024-16-25T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.973003184536415,-1,8.212972421079108,8.9,0.85,0.9,0.3,0.2,-1.8592487608524921
art_0458,2024-16-26T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.632238125344144,-1,9.007404859021895,7.2,0.75,0.8,0.6,0.4,1.3550960110855925
art_0459,2024-16-26T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.5374265741383875,1,8.263932085796643,8.9,0.85,0.9,0.3,0.2,1.021841511084105
art_0460,2024-16-27T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.4111102460402645,1,7.765555965341855,7.2,0.75,0.8,0.6,0.4,3.395402985564857
art_0461,2024-16-27T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.138382837432381,-1,9.08440502537879,8.9,0.85,0.9,0.3,0.2,2.5722570040533475
art_0462,2024-16-28T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.352828286846,1,8.449669900783368,7.2,0.75,0.8,0.6,0.4,4.255244733448482
art_0463,2024-16-28T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.471824626507535,-1,9.727471865889095,8.9,0.85,0.9,0.3,0.2,-1.6057647517851912
art_0464,2024-16-29T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.992886326560146,-1,8.881867107160373,7.2,0.75,0.8,0.6,0.4,1.5009989529228296
art_0465,2024-16-29T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.934819946537198,1,9.597432895846465,8.9,0.85,0.9,0.3,0.2,1.3131114836482913
art_0466,2024-16-30T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.621757796900511,-1,9.335514987042298,7.2,0.75,0.8,0.6,0.4,1.1375286037183852
art_0467,2024-16-30T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.10486820715946,-1,8.65577631227482,8.9,0.85,0.9,0.3,0.2,0.6813103701745007
art_0468,2024-16-31T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.624308296851816,-1,7.547623449723449,7.2,0.75,0.8,0.6,0.4,-2.1172128046066927
art_0469,2024-16-31T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.91595691160159,1,8.174835156318647,8.9,0.85,0.9,0.3,0.2,2.9377257959490937
art_0470,2024-16-32T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.572782622640979,1,8.08087496373298,7.2,0.75,0.8,0.6,0.4,2.4910607810891996
art_0471,2024-16-32T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.317625402708222,-1,8.298186709912622,8.9,0.85,0.9,0.3,0.2,1.0268937614240645
art_0472,2024-16-33T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.720093917166526,1,8.500354920310238,7.2,0.75,0.8,0.6,0.4,-2.4723542222051598
art_0473,2024-16-33T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.0103217855075615,-1,8.326413626148799,8.9,0.85,0.9,0.3,0.2,0.06006660497263461
art_0474,2024-16-34T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.195414824982687,1,7.645038604296488,7.2,0.75,0.8,0.6,0.4,-3.4998768930159185
art_0475,2024-16-34T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.91344581215589,1,8.928393022541302,8.9,0.85,0.9,0.3,0.2,-4.625483837774073
art_0476,2024-16-35T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.767270965767953,-1,9.09970482792094,7.2,0.75,0.8,0.6,0.4,4.3731833033886165
art_0477,2024-16-35T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.277157039623676,1,9.81400586912764,8.9,0.85,0.9,0.3,0.2,3.7872657438478328
art_0478,2024-16-36T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.9012659168430455,1,8.503181169225098,7.2,0.75,0.8,0.6,0.4,-0.8600481480842461
art_0479,2024-16-36T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.071337473409876,1,9.843292118151803,8.9,0.85,0.9,0.3,0.2,2.808475896613082
art_0480,2024-17-07T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.055182317895316,-1,8.002526330209669,7.2,0.75,0.8,0.6,0.4,4.837118723851551
art_0481,2024-17-07T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.954702943810986,-1,9.507739812563035,8.9,0.85,0.9,0.3,0.2,-1.3089284895321498
art_0482,2024-17-08T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.843990184203625,1,9.481480080571291,7.2,0.75,0.8,0.6,0.4,-3.3900827987381463
art_0483,2024-17-08T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.956768397036191,-1,8.93981121711543,8.9,0.85,0.9,0.3,0.2,-3.39260115346642
art_0484,2024-17-09T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.521656338467844,-1,8.526049811721386,7.2,0.75,0.8,0.6,0.4,-4.157209506966526
art_0485,2024-17-09T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.577971650056877,1,8.261799210549698,8.9,0.85,0.9,0.3,0.2,4.256440899111979
art_0486,2024-17-10T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.301737095825102,1,9.297210559908201,7.2,0.75,0.8,0.6,0.4,-1.691643434196556
art_0487,2024-17-10T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.869125091863017,-1,8.777729562556756,8.9,0.85,0.9,0.3,0.2,4.066053117760237
art_0488,2024-17-11T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.080268235841185,1,7.953286223067248,7.2,0.75,0.8,0.6,0.4,-0.5730460407916826
art_0489,2024-17-11T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.230488803730691,1,8.348368208638503,8.9,0.85,0.9,0.3,0.2,2.0781746815514746
art_0490,2024-17-12T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.6722043710515795,-1,9.244309093252646,7.2,0.75,0.8,0.6,0.4,4.887950640396978
art_0491,2024-17-12T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.896087446149302,-1,8.276302077153082,8.9,0.85,0.9,0.3,0.2,0.8834561501692644
art_0492,2024-17-13T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.441958215076893,-1,8.636989015304126,7.2,0.75,0.8,0.6,0.4,2.3291070375882867
art_0493,2024-17-13T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.9891572041233525,-1,9.021156779932735,8.9,0.85,0.9,0.3,0.2,2.130848892204562
art_0494,2024-17-14T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.269065404174517,-1,7.886340251299329,7.2,0.75,0.8,0.6,0.4,-0.7954637786721044
art_0495,2024-17-14T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.77445134703464,-1,9.11505248036722,8.9,0.85,0.9,0.3,0.2,3.5786301615982907
art_0496,2024-17-15T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.156685317909803,1,8.362279366977132,7.2,0.75,0.8,0.6,0.4,0.061549736058240434
art_0497,2024-17-15T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.721258020080167,-1,9.020542123715753,8.9,0.85,0.9,0.3,0.2,-3.9144159525422073
art_0498,2024-17-16T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.889150454095331,1,8.676508533129114,7.2,0.75,0.8,0.6,0.4,-1.979180834038976
art_0499,2024-17-16T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.536378257006737,-1,9.264041255990842,8.9,0.85,0.9,0.3,0.2,-2.6767434073334337
