article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_category,event_orientation,factor_orientation,evidence_level,evidence_source,market_regime,article_audience_split,event_trigger,market_perception_emotional_profile,market_perception_cognitive_biases,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,regime_alignment,reframing_potential,narrative_disruption,logical_directness,market_consensus_on_causality,article_author_credibility,article_publisher_credibility,article_time_lag_days,factor_effect_horizon_days,factor_about_time_days,consolidated_event_tags
id_1566,2024-07-27 09:00:00+00,1.0,0.3,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.067,-1,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,6,127,36,"ai,hardware"
id_1567,2024-08-28 09:00:00+00,1.5,0.6,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.068,0,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,7,128,37,"earnings,software"
id_1568,2024-09-01 09:00:00+00,2.0,0.8999999999999999,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.069,1,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,8,129,38,"ai,hardware"
id_1569,2024-10-02 09:00:00+00,2.5,1.2,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.07,-1,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,9,130,39,"earnings,software"
id_1570,2024-11-03 09:00:00+00,3.0,1.5,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.07100000000000001,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,131,40,"ai,hardware"
id_1571,2024-12-04 09:00:00+00,3.5,1.7999999999999998,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.072,1,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,1,132,41,"earnings,software"
id_1572,2024-01-05 09:00:00+00,4.0,2.1,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.073,-1,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,2,133,42,"ai,hardware"
id_1573,2024-02-06 09:00:00+00,4.5,2.4,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.074,0,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,3,134,43,"earnings,software"
id_1574,2024-03-07 09:00:00+00,5.0,2.6999999999999997,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.075,1,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,4,135,44,"ai,hardware"
id_1575,2024-04-08 09:00:00+00,-5.0,3.0,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.076,-1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,5,136,45,"earnings,software"
id_1576,2024-05-09 09:00:00+00,-4.5,3.3,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.077,0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,6,137,46,"ai,hardware"
id_1577,2024-06-10 09:00:00+00,-4.0,3.5999999999999996,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.078,1,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,7,138,47,"earnings,software"
id_1578,2024-07-11 09:00:00+00,-3.5,3.9,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.079,-1,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,8,139,48,"ai,hardware"
id_1579,2024-08-12 09:00:00+00,-3.0,4.2,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.08,0,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,9,140,49,"earnings,software"
id_1580,2024-09-13 09:00:00+00,-2.5,4.5,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.081,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,141,50,"ai,hardware"
id_1581,2024-10-14 09:00:00+00,-2.0,-4.5,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.082,-1,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1,142,51,"earnings,software"
id_1582,2024-11-15 09:00:00+00,-1.5,-4.2,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.083,0,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,2,143,52,"ai,hardware"
id_1583,2024-12-16 09:00:00+00,-1.0,-3.9,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.084,1,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,3,144,53,"earnings,software"
id_1584,2024-01-17 09:00:00+00,-0.5,-3.5999999999999996,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.085,-1,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,4,145,54,"ai,hardware"
id_1585,2024-02-18 09:00:00+00,0.0,-3.3,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.08600000000000001,0,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,5,146,55,"earnings,software"
id_1586,2024-03-19 09:00:00+00,0.5,-3.0,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.087,1,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,6,147,56,"ai,hardware"
id_1587,2024-04-20 09:00:00+00,1.0,-2.6999999999999997,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.088,-1,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,7,148,57,"earnings,software"
id_1588,2024-05-21 09:00:00+00,1.5,-2.4,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.089,0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,8,149,58,"ai,hardware"
id_1589,2024-06-22 09:00:00+00,2.0,-2.1,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.09,1,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,9,150,59,"earnings,software"
id_1590,2024-07-23 09:00:00+00,2.5,-1.7999999999999998,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.091,-1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,151,60,"ai,hardware"
id_1591,2024-08-24 09:00:00+00,3.0,-1.5,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.092,0,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,1,152,61,"earnings,software"
id_1592,2024-09-25 09:00:00+00,3.5,-1.2,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.093,1,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,2,153,62,"ai,hardware"
id_1593,2024-10-26 09:00:00+00,4.0,-0.8999999999999999,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.094,-1,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,3,154,63,"earnings,software"
id_1594,2024-11-27 09:00:00+00,4.5,-0.6,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.095,0,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,4,155,64,"ai,hardware"
id_1595,2024-12-28 09:00:00+00,5.0,-0.3,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.096,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,5,156,65,"earnings,software"
id_1596,2024-01-01 09:00:00+00,-5.0,0.0,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.097,-1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,6,157,66,"ai,hardware"
id_1597,2024-02-02 09:00:00+00,-4.5,0.3,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.098,0,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,7,158,67,"earnings,software"
id_1598,2024-03-03 09:00:00+00,-4.0,0.6,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.099,1,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,8,159,68,"ai,hardware"
id_1599,2024-04-04 09:00:00+00,-3.5,0.8999999999999999,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.1,-1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,9,160,69,"earnings,software"
id_1600,2024-05-05 09:00:00+00,-3.0,1.2,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.001,0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,161,70,"ai,hardware"
id_1601,2024-06-06 09:00:00+00,-2.5,1.5,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.002,1,0.01,0.01,0.01,-0.99,-0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.99,-0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,162,71,"earnings,software"
id_1602,2024-07-07 09:00:00+00,-2.0,1.7999999999999998,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.003,-1,0.02,0.02,0.02,-0.98,-0.98,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.98,-0.98,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2,163,72,"ai,hardware"
id_1603,2024-08-08 09:00:00+00,-1.5,2.1,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.004,0,0.03,0.03,0.03,-0.97,-0.97,0.03,0.03,0.03,0.03,0.03,0.03,0.03,-0.97,-0.97,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,3,164,73,"earnings,software"
id_1604,2024-09-09 09:00:00+00,-1.0,2.4,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.005,1,0.04,0.04,0.04,-0.96,-0.96,0.04,0.04,0.04,0.04,0.04,0.04,0.04,-0.96,-0.96,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4,165,74,"ai,hardware"
id_1605,2024-10-10 09:00:00+00,-0.5,2.6999999999999997,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.006,-1,0.05,0.05,0.05,-0.95,-0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-0.95,-0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,5,166,75,"earnings,software"
id_1606,2024-11-11 09:00:00+00,0.0,3.0,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.007,0,0.06,0.06,0.06,-0.94,-0.94,0.06,0.06,0.06,0.06,0.06,0.06,0.06,-0.94,-0.94,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,6,167,76,"ai,hardware"
id_1607,2024-12-12 09:00:00+00,0.5,3.3,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.008,1,0.07,0.07,0.07,-0.93,-0.93,0.07,0.07,0.07,0.07,0.07,0.07,0.07,-0.93,-0.93,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,7,168,77,"earnings,software"
id_1608,2024-01-13 09:00:00+00,1.0,3.5999999999999996,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.009000000000000001,-1,0.08,0.08,0.08,-0.92,-0.92,0.08,0.08,0.08,0.08,0.08,0.08,0.08,-0.92,-0.92,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,8,169,78,"ai,hardware"
id_1609,2024-02-14 09:00:00+00,1.5,3.9,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.009999999999999998,0,0.09,0.09,0.09,-0.91,-0.91,0.09,0.09,0.09,0.09,0.09,0.09,0.09,-0.91,-0.91,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,9,170,79,"earnings,software"
id_1610,2024-03-15 09:00:00+00,2.0,4.2,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.011,1,0.1,0.1,0.1,-0.9,-0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-0.9,-0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,171,80,"ai,hardware"
id_1611,2024-04-16 09:00:00+00,2.5,4.5,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.012,-1,0.11,0.11,0.11,-0.89,-0.89,0.11,0.11,0.11,0.11,0.11,0.11,0.11,-0.89,-0.89,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1,172,81,"earnings,software"
id_1612,2024-05-17 09:00:00+00,3.0,-4.5,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.013000000000000001,0,0.12,0.12,0.12,-0.88,-0.88,0.12,0.12,0.12,0.12,0.12,0.12,0.12,-0.88,-0.88,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,2,173,82,"ai,hardware"
id_1613,2024-06-18 09:00:00+00,3.5,-4.2,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.013999999999999999,1,0.13,0.13,0.13,-0.87,-0.87,0.13,0.13,0.13,0.13,0.13,0.13,0.13,-0.87,-0.87,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,3,174,83,"earnings,software"
id_1614,2024-07-19 09:00:00+00,4.0,-3.9,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.015,-1,0.14,0.14,0.14,-0.86,-0.86,0.14,0.14,0.14,0.14,0.14,0.14,0.14,-0.86,-0.86,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,4,175,84,"ai,hardware"
id_1615,2024-08-20 09:00:00+00,4.5,-3.5999999999999996,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.016,0,0.15,0.15,0.15,-0.85,-0.85,0.15,0.15,0.15,0.15,0.15,0.15,0.15,-0.85,-0.85,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,5,176,85,"earnings,software"
id_1616,2024-09-21 09:00:00+00,5.0,-3.3,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.017,1,0.16,0.16,0.16,-0.84,-0.84,0.16,0.16,0.16,0.16,0.16,0.16,0.16,-0.84,-0.84,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,6,177,86,"ai,hardware"
id_1617,2024-10-22 09:00:00+00,-5.0,-3.0,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.018000000000000002,-1,0.17,0.17,0.17,-0.83,-0.83,0.17,0.17,0.17,0.17,0.17,0.17,0.17,-0.83,-0.83,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,7,178,87,"earnings,software"
id_1618,2024-11-23 09:00:00+00,-4.5,-2.6999999999999997,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.019,0,0.18,0.18,0.18,-0.82,-0.82,0.18,0.18,0.18,0.18,0.18,0.18,0.18,-0.82,-0.82,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,8,179,88,"ai,hardware"
id_1619,2024-12-24 09:00:00+00,-4.0,-2.4,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.02,1,0.19,0.19,0.19,-0.81,-0.81,0.19,0.19,0.19,0.19,0.19,0.19,0.19,-0.81,-0.81,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,9,180,89,"earnings,software"
id_1620,2024-01-25 09:00:00+00,-3.5,-2.1,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.021,-1,0.2,0.2,0.2,-0.8,-0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-0.8,-0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,1,0,"ai,hardware"
id_1621,2024-02-26 09:00:00+00,-3.0,-1.7999999999999998,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.022000000000000002,0,0.21,0.21,0.21,-0.79,-0.79,0.21,0.21,0.21,0.21,0.21,0.21,0.21,-0.79,-0.79,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,1,2,1,"earnings,software"
id_1622,2024-03-27 09:00:00+00,-2.5,-1.5,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.023,1,0.22,0.22,0.22,-0.78,-0.78,0.22,0.22,0.22,0.22,0.22,0.22,0.22,-0.78,-0.78,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,2,3,2,"ai,hardware"
id_1623,2024-04-28 09:00:00+00,-2.0,-1.2,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.024,-1,0.23,0.23,0.23,-0.77,-0.77,0.23,0.23,0.23,0.23,0.23,0.23,0.23,-0.77,-0.77,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,3,4,3,"earnings,software"
id_1624,2024-05-01 09:00:00+00,-1.5,-0.8999999999999999,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.025,0,0.24,0.24,0.24,-0.76,-0.76,0.24,0.24,0.24,0.24,0.24,0.24,0.24,-0.76,-0.76,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,4,5,4,"ai,hardware"
id_1625,2024-06-02 09:00:00+00,-1.0,-0.6,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.026000000000000002,1,0.25,0.25,0.25,-0.75,-0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-0.75,-0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,5,6,5,"earnings,software"
id_1626,2024-07-03 09:00:00+00,-0.5,-0.3,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.027,-1,0.26,0.26,0.26,-0.74,-0.74,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.74,-0.74,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,6,7,6,"ai,hardware"
